SKU_COD,BRAND_DES,MD_SKU_STATUS_COD,PRODUCT_TYPE_COD,COLOR,COLOR_FAMILY_1_DES,ZLENSCODE,MODEL_COD,filename_root,USERGENDER_DES_PRECISE,USERGENDER_DES,CTM_FIRST_FRONT_MATERIAL_DES,CTM_FIRST_TEMPLE_MATERIAL_DES,SIZE_COD,FRONT_LENGTH_VAL,LENSHEIGHTVAL,BRIDGE_LENGTH_VAL,FRONT_HEIGHT_VAL,STARTSKU_DATE,ACT_SKU_PRICE_VAL,MACRO_SHAPE_AWS,GRANULAR_SHAPE_AWS,SHAPE_SEMI_GROUPED,FlatTop_FlatTop_1,browline_browline_1,bridge_Bridge_1,RIM_TYPE_DES
110513WR75315,PIERRE CARDIN,IL,W,WR7,BK,00,110513,1105130WR700,WOMAN,WOMAN,INJECTED,ACETATE,53,136.0,47.6,15,51.4,2026-01-01,155.0,CAT EYE,CAT EYE ROUNDISH,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110515ZI95316,PIERRE CARDIN,IL,1,ZI9,BL,00,110515,1105150ZI900,WOMAN,WOMAN,ACETATE,ACETATE,53,136.5,41.7,16,45.9,2026-01-01,125.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110522B3V5416,PIERRE CARDIN,IL,W,B3V,VL,00,110522,1105220B3V00,WOMAN,WOMAN,INJECTED,METAL,54,136.3,44.6,16,48.1,2026-01-01,185.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110522WR75416,PIERRE CARDIN,IL,W,WR7,BK,00,110522,1105220WR700,WOMAN,WOMAN,INJECTED,METAL,54,136.3,44.6,16,48.1,2026-01-01,185.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110523DDB5516,PIERRE CARDIN,IL,1,DDB,GD,00,110523,1105230DDB00,WOMAN,WOMAN,METAL,METAL,54,137.3,46.7,16,47.5,2026-01-01,155.0,BUTTERFLY,BUTTERFLY,BUTTERFLY,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110523J5G5516,PIERRE CARDIN,IL,1,J5G,GD,00,110523,1105230J5G00,WOMAN,WOMAN,METAL,METAL,54,137.3,46.7,16,47.5,2026-01-01,155.0,BUTTERFLY,BUTTERFLY,BUTTERFLY,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110525J5G5318,PIERRE CARDIN,IL,1,J5G,GD,00,110525,1105250J5G00,WOMAN,WOMAN,METAL,METAL,53,136.3,44.8,18,45.8,2026-01-01,155.0,BUTTERFLY,BUTTERFLY,BUTTERFLY,NOFLATTOP,HALF RIM,SINGLE,HALF RIM
110525PEF5318,PIERRE CARDIN,IL,1,PEF,GD,00,110525,1105250PEF00,WOMAN,WOMAN,METAL,METAL,53,136.3,44.8,18,45.8,2026-01-01,155.0,BUTTERFLY,BUTTERFLY,BUTTERFLY,NOFLATTOP,HALF RIM,SINGLE,HALF RIM
110526PY35517,PIERRE CARDIN,IL,1,PY3,GD,00,110526,1105260PY300,WOMAN,WOMAN,METAL,ACETATE,55,139.0,39.9,17,41.4,2026-01-01,135.0,RECTANGULAR,RECTANGULAR FARFANGULAR,SQUARETANGULAR_FARFANGULAR,NOFLATTOP,HALF RIM,SINGLE,FULL RIM
110535LHF5416,PIERRE CARDIN,IL,W,LHF,BU,00,110535,1105350LHF00,WOMAN,WOMAN,INJECTED,METAL,54,138.8,44.7,16,48.1,2026-01-01,189.0,RECTANGULAR,RECTANGULAR TRAPEZIANGULAR,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110535WR75416,PIERRE CARDIN,IL,W,WR7,BK,00,110535,1105350WR700,WOMAN,WOMAN,INJECTED,METAL,54,138.8,44.7,16,48.1,2026-01-01,189.0,RECTANGULAR,RECTANGULAR TRAPEZIANGULAR,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110538LHF5315,PIERRE CARDIN,IL,1,LHF,BU,00,110538,1105380LHF00,WOMAN,WOMAN,ACETATE,METAL,53,137.4,43.8,15,48.4,2026-01-01,159.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110540B595917,UNDER ARMOUR,IL,1,B59,GN,00,110540,1105400B5900,MAN,MAN,ACETATE,METAL,59,149.0,41.1,17,43.4,2026-01-01,180.95,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110541R6S5819,UNDER ARMOUR,IL,1,R6S,GY,00,110541,1105410R6S00,MAN,MAN,ACETATE,METAL,58,148.0,41.8,19,43.8,2026-01-01,180.95,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110545B594915,UNDER ARMOUR,IL,1,B59,GN,00,110545,1105450B5900,UNISEX TEENAGER (11-15),TEEN,INJECTED,INJECTED,49,127.4,37.8,15,40.0,2026-01-01,128.57,RECTANGULAR,RECTANGULAR ACTIVE,SQUARETANGULAR_ACTIVE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110545D514915,UNDER ARMOUR,IL,1,D51,BK,00,110545,1105450D5100,UNISEX TEENAGER (11-15),TEEN,INJECTED,INJECTED,49,127.4,37.8,15,40.0,2026-01-01,128.57,RECTANGULAR,RECTANGULAR ACTIVE,SQUARETANGULAR_ACTIVE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110546M9L4915,UNDER ARMOUR,IL,1,M9L,GY,00,110546,1105460M9L00,UNISEX TEENAGER (11-15),TEEN,INJECTED,INJECTED,49,125.5,35.1,15,37.4,2026-01-01,128.57,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110547O6W5418,UNDER ARMOUR,IL,1,O6W,BK,00,110547,1105470O6W00,MAN,MAN,ACETATE,OTHER,54,139.0,39.0,18,41.3,2026-01-01,185.71,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110547O6W5618,UNDER ARMOUR,IL,1,O6W,BK,00,110547,1105470O6W00,MAN,MAN,ACETATE,OTHER,56,143.0,40.4,18,42.7,2026-01-01,185.71,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110548CBL5220,UNDER ARMOUR,IL,1,CBL,GY,00,110548,1105480CBL00,UNISEX ADULT,UNISEX ADULT,ACETATE,OTHER,52,139.0,43.8,20,42.0,2026-01-01,185.71,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110548MNG5220,UNDER ARMOUR,IL,1,MNG,CR,00,110548,1105480MNG00,UNISEX ADULT,UNISEX ADULT,ACETATE,OTHER,52,139.0,43.8,20,42.0,2026-01-01,185.71,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110550S055519,UNDER ARMOUR,IL,1,S05,GY,00,110550,1105500S0500,MAN,MAN,METAL,METAL,55,139.0,36.5,19,38.3,2026-01-01,185.71,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,HALF RIM,SINGLE,HALF RIM
110551TI75418,UNDER ARMOUR,IL,1,TI7,BK,00,110551,1105510TI700,MAN,MAN,METAL,METAL,54,136.2,36.5,18,37.8,2026-01-01,185.71,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,HALF RIM,SINGLE,FULL RIM
110551TI75618,UNDER ARMOUR,IL,1,TI7,BK,00,110551,1105510TI700,MAN,MAN,METAL,METAL,56,140.0,37.8,18,39.2,2026-01-01,185.71,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,HALF RIM,SINGLE,FULL RIM
110551TPI5418,UNDER ARMOUR,IL,1,TPI,GN,00,110551,1105510TPI00,MAN,MAN,METAL,METAL,54,136.2,36.5,18,37.8,2026-01-01,185.71,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,HALF RIM,SINGLE,FULL RIM
110551TPI5618,UNDER ARMOUR,IL,1,TPI,GN,00,110551,1105510TPI00,MAN,MAN,METAL,METAL,56,140.0,37.8,18,39.2,2026-01-01,185.71,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,HALF RIM,SINGLE,FULL RIM
110551V6D5418,UNDER ARMOUR,IL,1,V6D,GY,00,110551,1105510V6D00,MAN,MAN,METAL,METAL,54,136.2,36.5,18,37.8,2026-01-01,185.71,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,HALF RIM,SINGLE,FULL RIM
110551V6D5618,UNDER ARMOUR,IL,1,V6D,GY,00,110551,1105510V6D00,MAN,MAN,METAL,METAL,56,140.0,37.8,18,39.2,2026-01-01,185.71,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,HALF RIM,SINGLE,FULL RIM
110556O6W5617,UNDER ARMOUR,IL,1,O6W,BK,00,110556,1105560O6W00,MAN,MAN,ACETATE,OTHER,56,142.5,38.3,17,40.6,2026-01-01,185.71,RECTANGULAR,RECTANGULAR ACTIVE,SQUARETANGULAR_ACTIVE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110558R6S5617,UNDER ARMOUR,IL,1,R6S,GY,00,110558,1105580R6S00,MAN,MAN,ACETATE,METAL,56,143.0,36.4,17,39.4,2026-01-01,180.95,RECTANGULAR,RECTANGULAR ACTIVE,SQUARETANGULAR_ACTIVE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110640WR75717,PIERRE CARDIN,IL,W,WR7,BK,00,110640,1106400WR700,MAN,MAN,INJECTED,METAL,57,144.8,43.5,17,45.9,2026-01-01,209.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110641R805620,PIERRE CARDIN,IL,1,R80,GY,00,110641,1106410R8000,MAN,MAN,METAL,METAL,55,144.1,40.3,21,42.2,2026-01-01,179.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,HALF RIM,SINGLE,HALF RIM
110644J5G5818,PIERRE CARDIN,IL,1,J5G,GD,00,110644,1106440J5G00,MAN,MAN,METAL,METAL,58,141.2,40.0,18,40.0,2026-01-01,185.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,HALF RIM,SINGLE,RIMLESS
110644V815818,PIERRE CARDIN,IL,1,V81,GY,00,110644,1106440V8100,MAN,MAN,METAL,METAL,58,141.2,40.0,18,40.0,2026-01-01,185.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,HALF RIM,SINGLE,RIMLESS
110646DDB5315,PIERRE CARDIN,IL,1,DDB,GD,00,110646,1106460DDB00,WOMAN,WOMAN,METAL,METAL,53,131.5,47.1,16,48.5,2026-01-01,169.0,BUTTERFLY,BUTTERFLY,BUTTERFLY,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110646RHL5315,PIERRE CARDIN,IL,1,RHL,GD,00,110646,1106460RHL00,WOMAN,WOMAN,METAL,METAL,53,131.5,47.1,16,48.5,2026-01-01,169.0,BUTTERFLY,BUTTERFLY,BUTTERFLY,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110648KB75415,PIERRE CARDIN,IL,1,KB7,GY,00,110648,1106480KB700,WOMAN,WOMAN,ACETATE,METAL,54,138.6,49.0,15,51.9,2026-01-01,169.0,BUTTERFLY GEOMETRICAL,BUTTERFLY GEOMETRICAL,BUTTERFLY_GEOMETRICAL,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110686EX45120,LEVI'S,IL,1,EX4,BW,00,110686,1106860EX400,MAN,MAN,ACETATE,ACETATE,51,138.5,42.2,20,45.8,2026-01-01,135.0,RECTANGULAR,RECTANGULAR SOFT,SQUARETANGULAR_SOFT,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110686PJP5120,LEVI'S,IL,1,PJP,BL,00,110686,1106860PJP00,MAN,MAN,ACETATE,ACETATE,51,138.5,42.2,20,45.8,2026-01-01,135.0,RECTANGULAR,RECTANGULAR SOFT,SQUARETANGULAR_SOFT,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110687DLD5417,LEVI'S,IL,1,DLD,GN,00,110687,1106870DLD00,MAN,MAN,INJECTED,INJECTED,54,139.6,39.1,17,42.4,2026-01-01,109.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110687FLL5417,LEVI'S,IL,1,FLL,BL,00,110687,1106870FLL00,MAN,MAN,INJECTED,INJECTED,54,139.6,39.1,17,42.4,2026-01-01,109.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110687FRE5417,LEVI'S,IL,1,FRE,GY,00,110687,1106870FRE00,MAN,MAN,INJECTED,INJECTED,54,139.6,39.1,17,42.4,2026-01-01,109.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110693DLD5617,LEVI'S,IL,1,DLD,GN,00,110693,1106930DLD00,MAN,MAN,INJECTED,INJECTED,56,142.9,38.6,17,41.8,2026-01-01,109.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110693FLL5617,LEVI'S,IL,1,FLL,BL,00,110693,1106930FLL00,MAN,MAN,INJECTED,INJECTED,56,142.9,38.6,17,41.8,2026-01-01,109.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110693FRE5617,LEVI'S,IL,1,FRE,GY,00,110693,1106930FRE00,MAN,MAN,INJECTED,INJECTED,56,142.9,38.6,17,41.8,2026-01-01,109.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110694DEX5318,LEVI'S,IL,1,DEX,VL,00,110694,1106940DEX00,WOMAN,WOMAN,ACETATE,METAL,53,138.5,45.8,18,51.699999999999996,2026-01-01,135.0,BUTTERFLY GEOMETRICAL,BUTTERFLY GEOMETRICAL,BUTTERFLY_GEOMETRICAL,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110694FWM5318,LEVI'S,IL,1,FWM,PK,00,110694,1106940FWM00,WOMAN,WOMAN,ACETATE,METAL,53,138.5,45.8,18,51.699999999999996,2026-01-01,135.0,BUTTERFLY GEOMETRICAL,BUTTERFLY GEOMETRICAL,BUTTERFLY_GEOMETRICAL,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110695FWM5216,LEVI'S,IL,1,FWM,PK,00,110695,1106950FWM00,WOMAN,WOMAN,ACETATE,METAL,52,135.5,47.5,16,50.1,2026-01-01,135.0,SQUARE,SQUARE,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110695SX75216,LEVI'S,IL,1,SX7,HV,00,110695,1106950SX700,WOMAN,WOMAN,ACETATE,METAL,52,135.5,47.5,16,50.1,2026-01-01,135.0,SQUARE,SQUARE,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110695X8Q5216,LEVI'S,IL,1,X8Q,BL,00,110695,1106950X8Q00,WOMAN,WOMAN,ACETATE,METAL,52,135.5,47.5,16,50.1,2026-01-01,135.0,SQUARE,SQUARE,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110696DEX5317,LEVI'S,IL,1,DEX,VL,00,110696,1106960DEX00,WOMAN,WOMAN,ACETATE,METAL,53,137.0,50.3,17,53.4,2026-01-01,135.0,SQUARE,SQUARE,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110696MVU5317,LEVI'S,IL,1,MVU,AZ,00,110696,1106960MVU00,WOMAN,WOMAN,ACETATE,METAL,53,137.0,50.3,17,53.4,2026-01-01,135.0,SQUARE,SQUARE,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110697BKU5418,LEVI'S,IL,1,BKU,GD,00,110697,1106970BKU00,WOMAN,WOMAN,METAL,METAL,54,140.21284682630184,44.92758620689653,18,143.16587537091996,2026-01-01,139.0,RECTANGULAR,RECTANGULAR DB,SQUARETANGULAR_DB,NOFLATTOP,NO BROWLINE,DOUBLE,FULL RIM
110697RHL5418,LEVI'S,IL,1,RHL,GD,00,110697,1106970RHL00,WOMAN,WOMAN,METAL,METAL,54,140.21284682630184,44.92758620689653,18,143.16587537091996,2026-01-01,139.0,RECTANGULAR,RECTANGULAR DB,SQUARETANGULAR_DB,NOFLATTOP,NO BROWLINE,DOUBLE,FULL RIM
110700EYR5319,LEVI'S,IL,1,EYR,GD,00,110700,1107000EYR00,WOMAN,WOMAN,METAL,METAL,53,140.80462962962963,46.591620111731885,19,53.89938271604942,2026-01-01,145.0,SQUARE,SQUARE,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110701KB75418,LEVI'S,IL,1,KB7,GY,00,110701,1107010KB700,MAN,MAN,ACETATE,ACETATE,54,140.0,36.3,18,40.0,2026-01-01,135.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110701PJP5418,LEVI'S,IL,1,PJP,BL,00,110701,1107010PJP00,MAN,MAN,ACETATE,ACETATE,54,140.0,36.3,18,40.0,2026-01-01,135.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110702I465518,LEVI'S,IL,1,I46,BK,00,110702,1107020I4600,MAN,MAN,METAL,ACETATE,55,141.0,36.6,18,37.9,2026-01-01,149.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,HALF RIM,SINGLE,HALF RIM
110702TI75518,LEVI'S,IL,1,TI7,BK,00,110702,1107020TI700,MAN,MAN,METAL,ACETATE,55,141.0,36.6,18,37.9,2026-01-01,149.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,HALF RIM,SINGLE,HALF RIM
110702VZH5518,LEVI'S,IL,1,VZH,BW,00,110702,1107020VZH00,MAN,MAN,METAL,ACETATE,55,141.0,36.6,18,37.9,2026-01-01,149.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,HALF RIM,SINGLE,HALF RIM
110703PJP5216,LEVI'S,IL,1,PJP,BL,00,110703,1107030PJP00,MAN,MAN,INJECTED,INJECTED,52,133.0,35.6,16,38.4,2026-01-01,99.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110705C9A5119,LEVI'S,IL,1,C9A,RD,00,110705,1107050C9A00,WOMAN,WOMAN,INJECTED,INJECTED,51,137.0,41.4,19,48.0,2026-01-01,99.0,SQUARE,SQUARE,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110705FWM5119,LEVI'S,IL,1,FWM,PK,00,110705,1107050FWM00,WOMAN,WOMAN,INJECTED,INJECTED,51,137.0,41.4,19,48.0,2026-01-01,99.0,SQUARE,SQUARE,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110706PJP4821,LEVI'S,IL,1,PJP,BL,00,110706,1107060PJP00,UNISEX ADULT,UNISEX ADULT,INJECTED,INJECTED,48,138.0,41.1,21,45.5,2026-01-01,99.0,RECTANGULAR,RECTANGULAR SOFT,SQUARETANGULAR_SOFT,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110707BPK5319,MOSCHINO LOVE,IL,1,BPK,VL,00,110707,1107070BPK00,WOMAN,WOMAN,ACETATE,ACETATE,53,138.31493902439033,41.398542274052446,19,47.24099378881985,2026-01-01,149.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110709S6F5419,MOSCHINO LOVE,IL,1,S6F,BL,00,110709,1107090S6F00,WOMAN,WOMAN,ACETATE,ACETATE,54,140.28701298701301,47.82475247524753,19,53.70259740259745,2026-01-01,149.0,SQUARE,SQUARE,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110717L7Q5417,MOSCHINO LOVE,IL,1,L7Q,OR,00,110717,1107170L7Q00,WOMAN,WOMAN,ACETATE,METAL,54,138.8,40.9,17,45.0,2026-01-01,119.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110719WR95316,MOSCHINO LOVE,IL,1,WR9,BW,00,110719,1107190WR900,WOMAN,WOMAN,INJECTED,INJECTED,53,138.31493902439033,41.398542274052446,16,47.24099378881985,2026-01-01,99.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110719ZI95316,MOSCHINO LOVE,IL,1,ZI9,BL,00,110719,1107190ZI900,WOMAN,WOMAN,INJECTED,INJECTED,53,138.31493902439033,41.398542274052446,16,47.24099378881985,2026-01-01,99.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110721WR95316,MOSCHINO LOVE,IL,1,WR9,BW,00,110721,1107210WR900,WOMAN,WOMAN,INJECTED,INJECTED,53,136.5527196652719,40.13296703296703,16,43.43390557939913,2026-01-01,99.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110722B3V5317,MOSCHINO LOVE,IL,1,B3V,VL,00,110722,1107220B3V00,WOMAN,WOMAN,INJECTED,INJECTED,53,138.31493902439033,41.398542274052446,18,47.24099378881985,2026-01-01,99.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110722WR95317,MOSCHINO LOVE,IL,1,WR9,BW,00,110722,1107220WR900,WOMAN,WOMAN,INJECTED,INJECTED,53,138.31493902439033,41.398542274052446,18,47.24099378881985,2026-01-01,99.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110722ZI95317,MOSCHINO LOVE,IL,1,ZI9,BL,00,110722,1107220ZI900,WOMAN,WOMAN,INJECTED,INJECTED,53,138.31493902439033,41.398542274052446,18,47.24099378881985,2026-01-01,99.0,RECTANGULAR,RECTANGULAR CAT EYE,SQUARETANGULAR_CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110732B3V5218,MOSCHINO LOVE,IL,1,B3V,VL,00,110732,1107320B3V00,WOMAN,WOMAN,INJECTED,INJECTED,52,135.17727272727276,45.51509433962266,18,47.83181818181819,2026-01-01,109.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110732ZI95218,MOSCHINO LOVE,IL,1,ZI9,BL,00,110732,1107320ZI900,WOMAN,WOMAN,INJECTED,INJECTED,52,135.17727272727276,45.51509433962266,18,47.83181818181819,2026-01-01,109.0,PANTHOS,PANTOS,ROUNDISH,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110752DDB5518,MOSCHINO LOVE,IL,1,DDB,GD,00,110752,1107520DDB00,WOMAN,WOMAN,METAL,METAL,55,140.1,42.3,18,43.3,2026-01-01,135.0,OVAL,OVAL,OVAL,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110753DDB5518,MOSCHINO LOVE,IL,1,DDB,GD,00,110753,1107530DDB00,WOMAN,WOMAN,METAL,METAL,55,139.0,44.5,18,45.5,2026-01-01,119.0,BUTTERFLY,BUTTERFLY,BUTTERFLY,NOFLATTOP,HALF RIM,SINGLE,FULL RIM
110754OFD5217,MOSCHINO LOVE,IL,1,OFD,YL,00,110754,1107540OFD00,WOMAN,WOMAN,ACETATE,ACETATE,52,135.5,44.8,17,48.3,2026-01-01,125.0,RECTANGULAR,RECTANGULAR TRIANGULAR,CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110754OFD5417,MOSCHINO LOVE,IL,1,OFD,YL,00,110754,1107540OFD00,WOMAN,WOMAN,ACETATE,ACETATE,54,139.9,46.5,17,50.0,2026-01-01,125.0,RECTANGULAR,RECTANGULAR TRIANGULAR,CAT_EYE,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110756EX45315,MOSCHINO LOVE,IL,1,EX4,BW,00,110756,1107560EX400,WOMAN,WOMAN,ACETATE,ACETATE,53,135.9,41.9,15,45.5,2026-01-01,125.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110756EX45515,MOSCHINO LOVE,IL,1,EX4,BW,00,110756,1107560EX400,WOMAN,WOMAN,ACETATE,ACETATE,55,139.9,43.5,15,47.0,2026-01-01,125.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110756OFD5315,MOSCHINO LOVE,IL,1,OFD,YL,00,110756,1107560OFD00,WOMAN,WOMAN,ACETATE,ACETATE,53,135.9,41.9,15,45.5,2026-01-01,125.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110756OFD5515,MOSCHINO LOVE,IL,1,OFD,YL,00,110756,1107560OFD00,WOMAN,WOMAN,ACETATE,ACETATE,55,139.9,43.5,15,47.0,2026-01-01,125.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110759LHF5318,MOSCHINO LOVE,IL,W,LHF,BU,00,110759,1107590LHF00,WOMAN,WOMAN,INJECTED,ACETATE,53,141.0,45.3,18,50.4,2026-01-01,165.0,SQUARE,SQUARE,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110759WR75318,MOSCHINO LOVE,IL,W,WR7,BK,00,110759,1107590WR700,WOMAN,WOMAN,INJECTED,ACETATE,53,141.0,45.3,18,50.4,2026-01-01,165.0,SQUARE,SQUARE,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110760B3V5218,MOSCHINO LOVE,IL,1,B3V,VL,00,110760,1107600B3V00,WOMAN,WOMAN,INJECTED,INJECTED,52,135.28292682926832,39.15999999999998,18,43.27256097560976,2026-01-01,109.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
110761C9A5218,MOSCHINO LOVE,IL,1,C9A,RD,00,110761,1107610C9A00,WOMAN,WOMAN,INJECTED,INJECTED,52,135.28292682926832,39.15999999999998,18,43.27256097560976,2026-01-01,99.0,RECTANGULAR,RECTANGULAR,SQUARETANGULAR,NOFLATTOP,NO BROWLINE,SINGLE,FULL RIM
