Material,Shape Macro,Granular Shape,FlatTop_FlatTop_1,FlatTop_Confidence_1,browline_browline_1,browline_Confidence_1,bridge_Bridge_1,bridge_Confidence_1,LENS_BASE_DES,RIM_TYPE_DES
103722,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103723,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103724,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103725,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103748,Rectangular db,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
103758,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,RIMLESS
103772,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103775,Rectangular,Rectangular Farfangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
103807,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103808,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
103814,Panthos,Pantos,,,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103817,Rectangular,Rectangular Farfangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103829,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
103836,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103854,Rectangular,Rectangular Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103855,Square Geometrical,Square Hex,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103856,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103859,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
103863,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103874,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103878,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
103915,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103921,Rectangular,Rectangular Farfangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103922,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
103940,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,HALF RIM
103948,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
103976,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
103977,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
103978,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
103987,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103989,Rectangular,Rectangular Farfangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
103993,Rectangular,Rectangular Triangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
103998,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104125,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104189,Rectangular,Rectangular Farfangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
104198,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104199,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104201,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
104213,Square,Square,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104214,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104224,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104225,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104228,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104233,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104235,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104236,Rectangular Geometrical,Rectangular Hex,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104240,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104255,Rectangular Geometrical,Rectangular Soft Butterfly Geometrical,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104331,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,RIMLESS
104332,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,RIMLESS
104336,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104342,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104346,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104347,Rectangular Geometrical,Rectangular Hex,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104391,Cat Eye,Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104402,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104424,Square,Square,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104425,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104428,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
104429,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
104430,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104434,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104462,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104468,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104469,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104474,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104478,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104501,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
104502,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104510,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104511,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104512,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,HALF RIM
104515,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104520,Square,Square Round,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104524,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104528,Cat Eye,Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104531,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104545,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104555,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104579,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104590,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104656,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
104666,Rectangular,Rectangular Farfangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104672,Square,Square Round,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104704,Rectangular Geometrical,Rectangular Soft Geometrical,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104705,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104729,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104730,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
104732,Round Geometrical,Round Geometrical,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104764,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104765,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104766,Rectangular,Rectangular Active,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
104768,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,HALF RIM
104769,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
104770,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104771,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104772,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104773,Navigator,Navigator,NoFlatTop,1.0,Half Rim,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
104775,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104776,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,HALF RIM
104777,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
104782,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104783,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104784,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
104801,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104802,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104803,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104804,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104805,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104810,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104827,Square,Square Round,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104838,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104848,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104849,Square,Square Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104858,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104860,Rectangular,Rectangular Round,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104861,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104862,Rectangular,Rectangular Soft,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 3 SPHERICAL,HALF RIM
104863,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,HALF RIM
104864,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104865,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104866,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104867,Rectangular Geometrical,Rectangular Soft Geometrical,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104868,Round Geometrical,Round Geometrical,,,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104869,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104870,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104871,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104872,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104873,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104874,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104875,Round Geometrical,Round Geometrical,,,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104876,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 3 SPHERICAL,FULL RIM
104882,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104883,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
104893,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104894,Rectangular,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
104896,Rectangular,Rectangular Farfangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
104900,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104901,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104905,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104909,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
104910,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104912,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104913,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
104918,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104920,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104921,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104927,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104932,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
104939,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104955,Rectangular,Rectangular Farfangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
104956,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104957,Rectangular,Rectangular Farfangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104966,Cat Eye,Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104984,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104987,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,HALF RIM
104989,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104991,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
104993,Square,Square Trapeziangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105103,Cat Eye,Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105106,Rectangular,Rectangular Farfangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105107,Rectangular,Rectangular Round,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105108,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105113,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105123,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105127,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105128,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105138,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105140,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
105141,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,HALF RIM
105142,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105143,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105144,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105145,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105154,Cat Eye,Cat Eye,,,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105160,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
105175,Rectangular,Rectangular db,NoFlatTop,1.0,Half Rim,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
105190,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105198,Rectangular,Rectangular Round,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105199,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105229,Square,Square Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105230,Square,Square Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105242,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105245,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105255,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105264,Cat Eye,Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105271,Square,Square,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105272,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105277,Butterfly,Butterfly,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105282,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105287,Rectangular,Rectangular db,NoFlatTop,1.0,Half Rim,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
105314,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105315,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105316,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
105318,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105321,Panthos,Pantos,,,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105330,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105347,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105366,Square,Square Cat Eye,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105367,Rectangular,Rectangular Triangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105368,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105369,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105371,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105372,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105383,Rectangular,Rectangular Active,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 6 SPHERICAL,FULL RIM
105388,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105391,Panthos,Pantos,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105394,Rectangular,Rectangular Cat Eye,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105395,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
105400,Square Geometrical,Square Soft Butterfly Geometrical,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105404,Rectangular,Rectangular Cat Eye,,,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105423,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,HALF RIM
105424,Rectangular,Rectangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105426,Rectangular,Rectangular Soft,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105428,Rectangular db,Rectangular db,NoFlatTop,1.0,No Browline,1.0,Double,1.0,BASE 4 SPHERICAL,FULL RIM
105429,Rectangular,Rectangular Farfangular,NoFlatTop,1.0,No Browline,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
105432,Rectangular,Rectangular,NoFlatTop,1.0,Half Rim,1.0,Single,1.0,BASE 4 SPHERICAL,FULL RIM
